userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,avgabspercent,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race
34,0,0,0,40,60,-10,30,70,-0.25,61,39,1.033333333,51,49,-0.163934426,61,39,0.196078431,65,35,0.06557377,60,40,-0.076923077,20,10.48979592,47.42857143,-1.313695995,131.3695995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,3,4,4,3.25,5,6,6,5,5.5,5,6,3,7,5.25,7,7,5,7,6.5,2,2,3,6,3.25,2,5,7,7,6,2,7,6,4,6,6,7,4,6,6,4,4,7,5.333333333,4,7,6,7,1,6,6,6,5,5.333333333,3,1,2,1
66,1,1,1,50,50,50,70,30,0.4,64,36,-0.085714286,41,59,-0.359375,42,58,0.024390244,45,55,0.071428571,46,54,0.022222222,4,9.06122449,48.85714286,7.153278822,715.3278822,"Currently the camps are neck and neck, which means it could go either way, but there is a lot of time to decide. ",113,The weight of the opinions of the Prime Minister and the author probably outweigh that of a senior diplomat. People are more likely to listen to the people that they have heard about. ,184,"The theme of the no camp is not particularly strong, but I don't think that a slogan makes all that much difference. ",117,"The new data saying that yes is in the lead and the win of the debate are things that would push people to vote yes instead of no. Given the past information, however, I don't think that a yes victory is too strongly guaranteed. ",229,I don't think this information would sway the general public to a large degree. It's easily refuted and people tend not to like when scientific studies are quoted at them. ,172,"This information makes it seem more likely that the no camp will win, although the polling data still seems significant. ",121,These people that rarely vote could swing either way and seem like they would just have larger numbers in the already established proportions. ,143,1079,154.1428571,0.1,0,5,1,47,1,2,5,2,6,6,4.75,2,6,1,3,3,6,6,6,7,6.25,2,4,6,3,3.75,6,5,2,7,5,6,6,6,6,6,5,6,5,2,6,2,7,2,2,6,6,2,6,4.833333333,4,7,5,7,5,2,7,4,5,5.111111111,3,1,2,1
281,1,0,0,50,50,50,32,68,-0.36,61,39,0.90625,24,76,-0.606557377,21,79,-0.125,35,65,0.666666667,50,50,0.428571429,0,12.57142857,61,7.272847245,727.2847245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,1,2,2,1.5,3,3,5,4,3.75,7,6,7,6,6.5,7,4,2,7,5,4,6,6,7,5.75,2,5,5,6,1,5,6,4,2,6,4,7,2,6,7,2,5,7,4.555555556,2,7,6,7,3,4,6,5,6,5.111111111,5,1,2,2
77,0,0,0,50,50,0,58,42,0.16,52,48,-0.103448276,53,47,0.019230769,60,40,0.132075472,65,35,0.083333333,69,31,0.061538462,19,5.591836735,41.85714286,0.050389966,5.038996571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,3,5,3,3.5,2,4,3,3,3,6,6,6,7,6.25,4,6,2,3,3.75,3,5,3,5,4,6,4,6,6,4,6,2,5,2,7,6,5,4,6,3,5,6,7,5,4,7,7,6,7,5,7,7,7,6.333333333,3,1,1,1
133,0,0,0,50,50,0,40,60,-0.2,35,65,-0.125,35,65,0,50,50,0.428571429,70,30,0.4,50,50,-0.285714286,0,8.979591837,52.85714286,0.031122449,3.112244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,7,7,7,6.5,3,5,3,4,3.75,6,6,6,6,6,4,4,3,4,3.75,2,2,2,2,2,2,7,7,6,6,7,1,4,2,6,7,6,4,2,4,4,7,4,4.777777778,5,5,6,7,3,3,7,6,5,5.222222222,5,1,1,4
315,1,0,0,60,40,40,75,25,0.25,25,75,-0.666666667,20,80,-0.2,41,59,1.05,30,70,-0.268292683,40,60,0.333333333,20,14.81632653,58.42857143,5.785481998,578.5481998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,24,0,2,5,1,5,3,3.5,5,6,6,4,5.25,7,1,7,5,5,7,5,3,7,5.5,5,3,3,5,4,6,6,6,3,3,5,3,3,3,5,5,6,5,5,1,3,3,6,4.277777778,6,7,6,6,2,2,6,6,6,5.222222222,3,1,2,1
228,0,1,1,60,40,10,50,50,-0.166666667,60,40,0.2,55,45,-0.083333333,65,35,0.181818182,60,40,-0.076923077,60,40,0,0,3.469387755,41.42857143,1.436413586,143.6413586,Most of the time the No camp was still in the lead even though the yes camp caught up a bit.,92,It probably looks like the Prime Minister is pandering to Apple and that he really thinks they might leave.,107,People vote based on fear a lot of the time.,44,Debates usually don't mean anything and if the polls still have No in the lead wel that is probably what will happen.,117,"No matter where the referendum was held, it is true that people get scared of new things at the last minute.",108,"This evidence just compounds with the last piece. Even if what the sociologist said is incorrect, people will think twice.",122,The people that don't usually vote will probably break evenly between yes and no so it doesn't effect anything besides turnout.,127,717,102.4285714,0.05,1,5,1,47,1,3,3,6,6,6,5.25,3,6,3,6,4.5,6,6,6,6,6,6,6,6,6,6,2,5,3,5,3.75,6,6,6,6,6,7,6,3,5,6,6,6,6,6,6,5,4,6,5.666666667,6,6,6,5,5,4,7,7,6,5.777777778,3,1,1,1
247,1,0,0,73,27,27,76,24,0.04109589,37,63,-0.513157895,30,70,-0.189189189,63,37,1.1,63,37,0,56,44,-0.111111111,17,13.59183673,43.14285714,3.903948242,390.3948242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,2,6,4,5,4.25,4,4,4,5,4.25,5,5,3,6,4.75,5,6,6,6,5.75,2,5,5,3,3.75,6,6,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,5.444444444,6,6,6,6,5,2,6,6,6,5.444444444,5,1,2,1
312,1,1,1,60,40,40,65,35,0.083333333,63,37,-0.030769231,55,45,-0.126984127,55,45,0,60,40,0.090909091,60,40,0,0,2.693877551,40.28571429,5.716641295,571.6641295,"Assigning the probability of No winning before at 90, I reduced the probability to 60",85,The Prime Minister holds significant political power,52,Positive political slogans tend to be favored,45,The poll results lead me to reduce the probability,50,I'm not changing the probability because the cases are too different to be comparable,85,The spiral of silence is an important factor,44,I'm not chancing the probability because the new evidence doesn't provide useful information,92,453,64.71428571,0.5,0,100,0,24,0,0,5,1,5,1,3,5,5,5,5,5,6,6,6,6,6,5,6,6,6,5.75,3,5,3,7,4.5,6,6,6,6,6,5,3,5,3,5,6,5,5,6,6,5,5,6,5.277777778,6,6,6,6,6,4,6,6,5,5.666666667,3,1,2,7
39,1,0,0,50,50,50,67,33,0.34,47,53,-0.298507463,24,76,-0.489361702,30,70,0.25,46,54,0.533333333,45,55,-0.02173913,5,9.795918367,55.85714286,7.187675005,718.7675005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,6,5,5,3,4.75,6,7,6,7,6.5,6,5,5,7,5.75,7,3,6,7,5.75,5,5,5,6,5.25,4,6,6,6,6,2,4,4,6,6,7,6,7,2,6,6,6,2,5.111111111,6,1,4,7,5,5,1,2,2,3.666666667,5,1,1,1
160,1,0,0,51,49,49,59,41,0.156862745,39,61,-0.338983051,32,68,-0.179487179,21,79,-0.34375,30,70,0.428571429,39,61,0.3,12,9.469387755,61.28571429,7.003316278,700.3316278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,5,1,47,1,2,5,2,6,1,3.5,3,5,3,3,3.5,7,4,5,4,5,7,6,4,7,6,7,4,6,6,5.75,2,1,2,2,4,1,6,2,5,6,6,6,5,5,6,5,2,6,4,2,6,5,6,3,5,7,2,5,4.555555556,2,1,2,4
316,0,1,1,50,50,0,72,28,0.44,50,50,-0.305555556,40,60,-0.2,60,40,0.5,60,40,0,62,38,0.033333333,12,8.244897959,43.71428571,0.066825397,6.682539683,More of the population will pay attention the closer to the election,68,People like famous people,25,"Not sure, people like a new hope but not so much cange",54,Yes seems to be swinging undecideds ,36,People do like status quo,25,Historical evidence is good,27,Doesnt change much,18,253,36.14285714,0.05,1,100,0,47,1,2,5,6,5,3,4.75,3,2,2,2,2.25,3,3,4,4,3.5,6,6,6,6,6,2,2,2,2,2,6,6,6,1,6,3,1,1,1,6,6,1,3,3,3,6,1,5,3.611111111,2,7,3,5,6,4,7,4,6,4.888888889,5,1,1,1
264,0,1,1,40,60,-10,45,55,0.125,40,60,-0.111111111,45,55,0.125,65,35,0.444444444,65,35,0,63,37,-0.030769231,23,10.69387755,48.14285714,-1.3496337,134.96337,"Given that the No camp had a lead and is trending towards being even, I believe that the Yes camp has an advantage and the result of the election is more likely to go in their favor. I considered that advantage to be enough to shift from the projected 50/50 to 60/40 in favor of Yes.",283,I think the voices of the author and the prime minister outweigh that of the senior diplomat and trend the vote back to 45% chance of No winning (I had 40% in previous answer). I believe the public will listen more to the prime minister/president and social figures (e.g. author) than they would a senior diplomat.,314,I shifted back to 40% chance of No winning because I have a gut feeling that people respond better to positive imagery rather than fear-mongering.,146,"Since the polls still consistently show No ahead, I think they have a good shot, but I believe that the debate win along with the first winning poll indicate that Yes has a slightly greater chance to prevail (55-45)",215,"I consider a sample size of 34 referendums to be fairly significant. While the cases may be different, they all handle independence and overall reform. I think given that this data indicates a last-second switch back toward No, they probably have a better chance than I've previously estimated. I'd say this makes No significantly more likely to win (65-35)",357,I didn't change my probability from the last piece of information. I think this information re-affirms the notion that No is underestimated historically and tends to bump back up at the last second. I believe that this and the previous point are from the same source (overestimates and spiral of silence cause the 11% swing in the last part),341,I dropped my prediction slightly to 63% chance of No winning. I believe that the people who will be underestimated are those who are voting Yes. I think someone who doesn't normally vote is more likely to come out to vote for change rather than to come out to vote for the status quo.,284,1940,277.1428571,0.05,1,5,1,47,1,3,3,7,5,5,5,5,5,4,5,4.75,6,6,6,6,6,6,6,4,6,5.5,3,2,3,5,3.25,6,6,6,5,5,7,5,5,3,7,6,6,6,6,6,5,6,5,5.611111111,3,6,6,5,3,3,6,5,5,4.666666667,5,1,1,1
119,1,0,0,25,75,75,34,66,0.36,13,87,-0.617647059,52,48,3,42,58,-0.192307692,35,65,-0.166666667,38,62,0.085714286,13,8.693877551,65.85714286,11.06701327,1106.701327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,4,3,5,4,4,5,5,5,4,4.75,5,4,5,4,4.5,5,5,5,6,5.25,5,4,5,5,4.75,6,6,4,4,4,7,1,1,2,6,6,4,7,6,4,2,2,6,4.333333333,5,6,5,6,4,3,4,5,5,4.777777778,3,1,1,1
208,1,0,0,31,69,69,51,49,0.64516129,21,79,-0.588235294,25,75,0.19047619,50,50,1,61,39,0.22,41,59,-0.327868852,10,12.28571429,60,10.01993333,1001.993333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,6,6,6,5,5.75,6,5,7,6,6,5,4,3,5,4.25,5,5,5,6,5.25,2,2,3,3,2.5,2,2,2,2,6,2,6,6,2,4,2,2,2,4,4,6,4,2,3.333333333,4,7,6,6,5,5,6,2,5,5.111111111,4,1,2,3
152,1,1,1,50,50,50,30,70,-0.4,25,75,-0.166666667,40,60,0.6,40,60,0,40,60,0,40,60,0,10,5.918367347,62.14285714,7.147619048,714.7619048,"They became equal in a short amount of time, so I concluded that the result could go either way.",96,I believe that people will vote for someone with more experience than for someone who is more popular or famous.,112,I believe that people want good things more than they want to avoid bad things.,79,Their chances increased since most people still show an overall lead for the No camp.,85,I do not think that this information is highly relevant or changes the chances in any major way.,96,"This information provides arguments for each camp equally, so my probability also does not change.",98,"It is unclear of which way these voters will vote, so again, my probability stays the same.",91,657,93.85714286,0.05,1,5,1,47,1,3,5,5,5,5,5,4,6,6,5,5.25,6,5,6,5,5.5,6,6,5,6,5.75,2,4,4,6,4,4,6,5,4,6,4,6,4,3,6,4,5,4,5,5,3,4,6,4.666666667,5,7,5,6,3,4,7,6,5,5.333333333,3,1,2,1
227,0,0,0,35,65,-15,46,54,0.314285714,43,57,-0.065217391,20,80,-0.534883721,26,74,0.3,41,59,0.576923077,45,55,0.097560976,10,8.204081633,63.42857143,-2.044475906,204.4475906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,5,5,5,4.5,5,5,6,5,5.25,6,6,6,6,6,6,3,5,5,4.75,5,5,5,7,5.5,5,6,5,5,5,6,5,2,2,6,6,6,5,5,3,5,7,5,4.944444444,3,7,7,6,2,3,7,6,5,5.111111111,3,1,2,1
290,0,0,0,50,50,0,46,54,-0.08,40,60,-0.130434783,40,60,0,62,38,0.55,65,35,0.048387097,74,26,0.138461538,24,11.26530612,46.14285714,0.075201979,7.520197895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,7,4,7,4,5.5,7,6,3,5,5.25,1,2,6,2,2.75,4,4,4,4,4,3,2,2,3,2.5,5,5,3,3,3,5,3,3,3,5,5,3,5,5,5,3,3,5,4,6,6,6,6,6,4,5,4,4,5.222222222,5,1,1,1
5,0,0,0,50,50,0,55,45,0.1,48,52,-0.127272727,25,75,-0.479166667,37,63,0.48,19,81,-0.486486486,26,74,0.368421053,24,11.87755102,62.85714286,-0.020643547,2.064354683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,24,0,0,5,5,6,6,5.5,5,4,4,5,4.5,4,3,5,3,3.75,5,5,6,6,5.5,3,6,5,5,4.75,4,4,5,5,4,3,5,5,5,3,4,5,4,3,3,4,5,3,4.111111111,4,3,3,6,5,5,4,3,3,4,3,1,2,3
14,1,1,1,50,50,50,41,59,-0.18,29,71,-0.292682927,38,62,0.310344828,28,72,-0.263157895,42,58,0.5,31,69,-0.261904762,19,6.571428571,63,7.116085606,711.6085606,The Yes camp seems to be gaining momentum so their lead is no longer as reliable.,81,Yes camp seems to be more inclusive,35,People like optimistic leaderships,34,The leader won the debate,25,People like to simply stick with the status quo,47,The polls don't seem to be very accurately portraying the results,65,These people would most likely go with the majority,51,338,48.28571429,0.9,0,20,0,12,0,0,5,6,6,6,5.75,5,3,5,2,3.75,6,6,6,5,5.75,6,5,5,6,5.5,3,3,5,5,4,3,3,3,3,5,3,4,4,2,5,5,5,4,5,4,4,4,5,3.944444444,4,6,4,6,5,4,5,4,5,4.777777778,3,1,2,4
138,1,1,1,51,49,49,51,49,0,30,70,-0.411764706,31,69,0.033333333,28,72,-0.096774194,32,68,0.142857143,31,69,-0.03125,20,8.408163265,63.71428571,6.948057368,694.8057368,Because I don't understand politics (I'm very sorry; I'm not good for your study).,82,"Again, I'm very confused, and very sorry.",41,I think that people's natural inclination can be hope and optimism. We like to dream.,85,Because optimism is still a powerful thing. ,44,I am starting to get confused again. I'm terribly sorry for (possibly) throwing off your data.,94,"Patterns in history are nice, but they aren't set in stone. ",60,I'm not sure. I'm so so sorry.,30,436,62.28571429,0.1,0,5,1,47,1,2,1,1,5,2,2.25,7,6,3,7,5.75,7,6,7,7,6.75,7,7,7,7,7,7,3,5,6,5.25,2,4,4,6,6,2,6,2,4,7,4,7,5,7,3,3,7,7,4.777777778,6,6,4,7,3,6,6,4,4,5.111111111,3,1,2,1
218,0,1,1,50,50,0,41,59,-0.18,14,86,-0.658536585,76,24,4.428571429,50,50,-0.342105263,62,38,0.24,28,72,-0.548387097,22,15.59183673,54.14285714,0.41993464,41.99346405,Because they are even with a small amount to go,47,people like fitting naturally alongside other nations,53,People like change and a new view,33,Polls are correct.,18,Doesn't differentiate Yes or No.,32,Polls arent always right.,25,Polls don't encompass the entire population.,44,252,36,0.05,1,5,1,47,1,3,3,3,5,6,4.25,3,4,4,5,4,5,5,4,5,4.75,5,7,6,6,6,4,6,2,4,4,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5.555555556,3,6,3,5,2,2,3,2,5,3.444444444,3,1,1,1
307,1,1,1,50,50,50,41,59,-0.18,41,59,0,30,70,-0.268292683,31,69,0.033333333,31,69,0,30,70,-0.032258065,20,6.612244898,63.71428571,7.078968941,707.8968941,"Given that the Yes camp has gained some momentum in the weeks just prior to the election, there is some probability to their win, but it is far from certain.",157,"Slight push in the yes direction for the simple fact that a senior diplomat should pull more votes than an author, famous as he may be. ",136,"As these political slogans are prior knowledge, that is the knowledge was known to the voters prior to the aforementioned data, there should be no change from the previous example. ",181,Growing support in the yes region seems to be increasing in the weeks approaching election.,91,"Data that cannot be ""directly compared"" should prove irrelevant to the voter (though it probably will not).",107,There should be no reason to believe the data without supporting evidence.,74,"Again, the data does not prove any action in one way or another.",64,810,115.7142857,0.05,1,5,1,47,1,3,3,6,6,3,4.5,1,1,1,1,1,7,7,3,7,6,5,2,2,5,3.5,1,2,5,1,2.25,1,6,6,6,7,6,7,5,2,6,3,7,5,1,2,7,7,2,4.777777778,7,7,7,7,3,1,7,7,1,5.222222222,4,2,1,1
252,0,0,0,50,50,0,60,40,0.2,41,59,-0.316666667,68,32,0.658536585,60,40,-0.117647059,67,33,0.116666667,57,43,-0.149253731,7,7.06122449,42.42857143,0.055947971,5.594797074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,5,6,5,5.25,3,2,5,3,3.25,6,6,5,6,5.75,5,6,6,6,5.75,3,2,3,3,2.75,3,5,5,3,5,5,5,5,5,6,7,5,6,5,6,3,5,5,4.944444444,6,6,6,6,5,3,6,5,5,5.333333333,3,1,2,1
126,0,1,1,40,60,-10,50,50,0.25,40,60,-0.2,35,65,-0.125,25,75,-0.285714286,25,75,0,35,65,0.4,5,6.530612245,64.28571429,-1.422959184,142.2959184,"The ""no camp"" is trending downward and there is still a relatively great deal of time before the election.",106,"The prime minister's package would likely be seen as too little too late.  However, a famous author is likely to be much more publicly-known than a diplomat, no matter how senior.",179,Positive slogans tend to resonate better with people.,53,"There are still three weeks until the vote, and the trend toward a ""yes"" vote will likely be given even more speed by the debate outcome.",137,"The swing factor will combine with trends and make a win unlikely, even if current overall poll numbers put ""no"" at a slight advantage.",135,"The concept of a ""silent majority"" seems to rarely play a role in elections.  Additionally, the rhetoric of the initial study is likely to be unaffected by a sociologist speaking out, as his field is not particularly popular among the general public.",250,"If a ""silent majority"" exists, this study seems to indicate that it will play a role in the election.",101,961,137.2857143,0.1,0,5,1,47,1,2,1,2,5,2,2.5,5,5,5,5,5,6,6,5,7,6,7,7,7,7,7,7,7,6,6,6.5,2,5,5,3,6,6,7,2,7,6,6,7,5,5,7,5,6,7,5.388888889,7,7,7,6,5,7,7,6,6,6.444444444,3,1,1,1
261,1,1,1,20,80,80,40,60,1,51,49,0.275,30,70,-0.411764706,30,70,0,40,60,0.333333333,50,50,0.25,30,9.102040816,62.71428571,11.63522409,1163.522409,I believe that the Yes camp is either getting new voters or changing the minds of those in the No vote. I think it would be hard for the No vote to get their people back.,170,"I believe that the famous author will be persuasive and convince many to say no. However, it will not be enough.",112,More people want to stick with what they know rather than take a risk on the future.,84,I think the yes camp has taken the lead for good. ,50,I do not think the swing will be applicable.,44,Evidence for the supposed votes may be faulty if there are people not saying what they are voting for. ,103,Polling may be inaccurate. There is no way to make an accurate guess if everyone is not being accounted for.,108,671,95.85714286,0.05,1,100,0,47,1,2,1,2,3,3,2.25,5,3,5,5,4.5,6,6,6,6,6,5,5,5,5,5,2,2,2,2,2,5,3,5,5,3,5,5,3,3,5,5,5,3,5,3,2,3,2,3.888888889,4,6,5,5,4,5,6,5,6,5.111111111,3,1,2,7
44,0,0,0,63,37,13,71,29,0.126984127,40,60,-0.436619718,52,48,0.3,52,48,0,71,29,0.365384615,73,27,0.028169014,10,10.53061224,39.71428571,1.911988291,191.1988291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,7,0,1,3,3,4,3,3.25,5,3,2,3,3.25,6,6,6,6,6,5,5,5,5,5,6,6,4,6,5.5,4,4,5,4,4,3,3,3,3,3,5,5,5,5,4,3,4,6,4.055555556,4,6,6,6,4,5,6,6,6,5.444444444,3,1,2,1
206,0,1,1,70,30,20,60,40,-0.142857143,60,40,0,29,71,-0.516666667,29,71,0,31,69,0.068965517,24,76,-0.225806452,46,17.18367347,56.71428571,2.740519322,274.0519322,Since there is a positive trend for No camp as the election approaches there is a higher chance they will gain the lead.,120,Maybe a few people will go to this that were on the moderate side but it will strengthen the disgust of people that already held strong No Camp views.,150,They have probably already considered this concept and believe that it is worth the risk,88,I just realized I was referencing the wrong camp the whole time. I assume That the yes camp is strengthened by this possibility of winning that they will try harder to spread their view.,186,This shouldn't have an effect since they are not the same issue.,64,This may help a few undecided choose the No side that it was leaning toward but shouldn't really affect the camps that much at all,130,These people probably prefer independence if they do not usually participate in government affirs,97,835,119.2857143,0.05,1,5,1,47,1,3,2,2,3,2,2.25,6,7,7,6,6.5,7,6,7,7,6.75,7,1,6,7,5.25,5,4,5,3,4.25,4,5,5,2,5,5,1,7,2,5,6,6,3,6,5,3,3,7,4.444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,1,1,1,30,70,70,40,60,0.333333333,40,60,0,19,81,-0.525,30,70,0.578947368,40,60,0.333333333,40,60,0,10,6.693877551,65.85714286,10.10294486,1010.294486,"The Yes camp must be rising for a specific reason. If they were able to rise within 3 weeks, they will be able to rise even higher before the election.",151,"The senior diplomat who has served for 30 years must have a larger impact on Apple than the author and the Prime Minister of the Union of Provinces. However, the self-rule initiatives on taxes and social policy may be a reason for people to vote No. I believe that the senior diplomat will have a great influence than the Prime Minister of the Union of Provinces. ",364,"The Yes slogan is positive and looks towards the future, whereas the No camp slogan is very negative. I believe the positive slogan will be more beneficial. ",157,"71% is most of the voters; however, not everyone votes in these polls. I believe that the Yes camp will win due to the high figure, the high slogan, and the backup of the diplomat. ",181,I believe they are more likely to win due to the swing. ,56,The spiral of silence could mean that there are many people left out. ,70,"This could have a big impact on the vote, depending on how many people typically do not come out for big issues. ",113,1092,156,0.1,0,100,0,47,1,1,1,1,4,2,2,7,6,2,4,4.75,4,3,6,6,4.75,5,6,6,7,6,6,7,6,7,6.5,6,3,5,5,5,2,3,1,1,5,5,5,3,5,1,2,2,6,3.611111111,4,7,5,7,5,5,7,4,4,5.333333333,3,1,2,1
21,0,1,1,50,50,0,41,59,-0.18,35,65,-0.146341463,27,73,-0.228571429,27,73,0,36,64,0.333333333,36,64,0,14,5.428571429,64,-0.031654223,3.165422266,They're even so the election could go either way even though the No camp was leading for most of the year.,106,"I think people tend to listen to figures who have government experience, like the diplomat, over famous people.",111,"The No camp's theme doesn't offer any benefits, it just emphasizes the negatives of the opposition.",99,The Yes camp has more momentum and debates are usually significant.,67,I don't think this evidence changes the likelihood of the No camp winning.,74,"If the sociologist is right, then there's a higher chance of the No camp winning, but the past evidence still leans in favor of the Yes camp.",141,"It's hard to predict how the people who rarely or never vote will vote, or even if they'll vote at all. It could go either way.",127,725,103.5714286,0.05,1,5,1,47,1,3,3,3,6,2,3.5,4,5,5,5,4.75,7,5,5,6,5.75,6,6,4,6,5.5,5,5,5,5,5,3,4,5,3,6,4,3,3,2,4,4,6,4,4,5,4,6,6,4.222222222,4,6,5,6,4,5,6,4,5,5,3,1,2,1
232,0,0,0,60,40,10,60,40,0,67,33,0.116666667,56,44,-0.164179104,60,40,0.071428571,59,41,-0.016666667,63,37,0.06779661,3,2.448979592,39.28571429,1.439292297,143.9292297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,100,0,47,1,1,3,4,5,3,3.75,2,4,5,3,3.5,6,5,5,7,5.75,5,5,6,5,5.25,2,2,3,3,2.5,6,6,6,6,5,3,2,3,4,6,5,6,5,6,6,4,3,7,4.944444444,6,7,7,6,2,5,7,6,5,5.666666667,5,1,1,1
164,0,0,0,50,50,0,75,25,0.5,30,70,-0.6,55,45,0.833333333,50,50,-0.090909091,70,30,0.4,70,30,0,20,12.44897959,42.85714286,0.148917749,14.89177489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,4,5,5,6,5,4,6,3,4,4.25,7,7,7,7,7,3,5,6,3,4.25,3,6,5,6,5,4,6,7,7,7,7,4,5,2,6,6,6,6,4,6,6,6,7,5.666666667,4,6,5,7,5,5,7,4,5,5.333333333,3,1,2,1
43,1,0,0,50,50,50,60,40,0.2,30,70,-0.5,60,40,1,60,40,0,66,34,0.1,70,30,0.060606061,20,9.469387755,43.42857143,7.265800866,726.5800866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,7,7,7,6.75,2,5,4,3,3.5,5,4,3,6,4.5,5,6,7,5,5.75,2,5,3,2,3,6,6,7,7,7,5,7,3,7,7,7,7,6,6,7,7,7,5,6.333333333,6,6,6,7,6,5,6,5,5,5.777777778,3,1,2,4
53,0,1,1,50,50,0,60,40,0.2,71,29,0.183333333,39,61,-0.450704225,61,39,0.564102564,70,30,0.147540984,51,49,-0.271428571,1,9.224489796,42.57142857,0.053263441,5.326344061,"If they are even, there is a 50% chance either can win. ",56,People will listen to the famous author and prime minister rather than a diplomat. ,83,People are scared to take risks. ,33,There is still time for voters to change their minds. ,54,The swing voters may decide to vote no. ,40,People want to be voting no but just haven't voiced their decisions. ,69,It is unclear how these voters will vote because they usually don't participate in votes. ,90,425,60.71428571,0.05,1,5,1,47,1,3,5,6,7,6,6,2,4,2,3,2.75,6,6,5,6,5.75,2,5,4,3,3.5,2,3,4,3,3,3,3,2,2,5,3,5,5,5,5,5,5,3,4,3,5,5,3,3.944444444,5,6,6,6,3,6,6,6,6,5.555555556,3,1,2,1
11,0,1,1,50,50,0,60,40,0.2,40,60,-0.333333333,30,70,-0.25,15,85,-0.5,30,70,1,20,80,-0.333333333,30,12.85714286,65,-0.030952381,3.095238095,Since the no camp is now even with the yes camp,47,people will more likely follow the famous author since he is more well known,76,people will definitely vote for the yes slogan more as it is more optimistic and positive,89,"the poll showed the yes camp winning, but a poll is still just a poll",69,people are more likely to swing to the yes side,47,as said before a poll is just a poll so if it underestimated the No votes then they would have a greater chance to win,118,"these people will most likely vote for the Yes, meaning that the No has a lower chance of winning",97,543,77.57142857,0.05,1,100,0,24,0,1,6,6,5,6,5.75,3,3,3,4,3.25,5,6,3,6,5,5,5,5,5,5,1,1,1,1,1,6,6,2,2,4,1,5,3,3,5,5,5,3,3,5,4,5,5,4,4,5,5,4,5,6,7,3,3,4.666666667,2,1,1,1
