userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race,debrief,end,LocationLatitude,LocationLongitude,LocationAccuracy
236,1,1,1,50,50,50,55,45,5,47,53,8,40,60,7,44,56,4,45,55,1,44,56,1,6,3.632653061,53.57142857,4.333333333,"Even chance now, assuming 50-50 chance of trend of Yes increasing popularity will continue or not",97,"More public figures came out for No than for Yes, so this will sway public opinion a bit in No's favor",102,"Docking a few points from No because I think positive, inspirational slogans work better than fearful ones",106,Taking more points away from No camp because the Yes increasing trend will likely continue until the election,109,Giving more points to No's chances because this shows are polling data may be skewed toward the yes camp,104,"There are more No's than the polling data suggests, so more points to no",72,No change because I can't make assumptions about the tendencies of people who don't usually vote ,97,687,98.14285714,0.05,1,100,0,47,1,2,6,7,7,7,6.75,4,5,4,5,4.5,5,5,5,7,5.5,7,7,7,7,7,1,2,1,2,1.5,4,5,6,5,7,5,6,4,6,7,5,6,7,6,2,6,6,5,5.444444444,6,7,7,7,6,2,6,6,7,6,3,1,2,3,1,1,39.95970154,-75.19680023,-1
237,0,1,1,50,50,0,60,40,10,60,40,0,44,56,-16,45,55,1,44,56,-1,46,54,2,4,5.836734694,50.14285714,-0.666666667,Because they are currently 50/50; how it was in the past doesn't matter,71,Stronger public figures giving incentives to vote no,52,Not a new variable,18,Yes won the debate,18,About the same; don't trust the study,37,More evidence for yes,21,No idea how they will vote,26,243,34.71428571,0.05,1,100,0,47,1,2,5,5,6,6,5.5,7,6,6,6,6.25,6,6,5,6,5.75,6,6,3,6,5.25,1,3,2,3,2.25,5,6,3,3,6,2,3,7,3,6,5,7,2,5,5,6,6,5,4.722222222,4,7,6,6,4,4,4,6,4,5,3,1,1,1,1,1,39.95970154,-75.19680023,-1
238,1,0,0,51,49,49,52,48,1,50,50,2,50,50,0,51,49,1,51,49,0,50,50,1,1,0.612244898,49.28571429,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,2,6,5,4,4.25,4,4,4,4,4,7,6,7,6,6.5,3,4,4,4,3.75,4,4,5,5,4.5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,3,4.611111111,5,5,5,5,4,4,4,5,4,4.555555556,3,1,2,1,1,1,39.95970154,-75.19680023,-1
239,0,0,0,65,35,15,60,40,-5,50,50,-10,65,35,15,75,25,10,80,20,5,81,19,1,16,9.142857143,32,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,5,5,6,4,5,3,4,5,3,3.75,6,6,5,6,5.75,6,6,6,6,6,2,6,3,6,4.25,6,6,6,6,6,5,6,5,5,6,6,6,3,6,6,6,5,6,5.611111111,5,6,5,7,2,6,2,5,5,4.777777778,3,1,2,1,1,1,39.95970154,-75.19680023,-1
240,1,0,0,50,50,50,60,40,10,55,45,5,40,60,15,45,55,5,50,50,5,50,50,0,0,4.285714286,50,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,3,2,3,3,2.75,5,6,6,6,5.75,6,6,6,6,6,7,7,7,7,7,2,2,2,2,2,6,6,5,6,6,6,5,6,6,6,7,6,5,6,6,6,3,3,5.555555556,5,6,7,6,6,2,6,5,5,5.333333333,5,1,1,1,1,1,39.95970154,-75.19680023,-1
241,1,1,1,50,50,50,70,30,20,68,32,2,59,41,9,59,41,0,63,37,4,63,37,0,13,4.897959184,38.28571429,5.833333333,"Momentum does not necessarily carry the No camp any further, if polls are even it might stay even",97,"Arbitrarily higher but based on the evidence, two groups advocated No",69,Minor decrease in probability since slogan wouldn't affect significantly,72,Loss of debate could influence voters,37,Cannot generalize to current situation,38,Slight increase if actual numbers differ from apparent,54,"More people voting, hard to say what stance they'll have so 50-50 assumed",73,440,62.85714286,0.05,1,5,1,47,1,3,2,3,5,3,3.25,2,2,4,3,2.75,4,5,2,6,4.25,2,6,5,2,3.75,2,2,2,3,2.25,2,5,5,6,6,5,5,5,6,5,5,5,5,5,6,6,6,2,5,5,2,6,6,6,2,6,5,5,4.777777778,2,1,1,4,1,1,39.98829651,-75.22080231,-1
243,1,1,1,40,60,60,60,40,20,20,80,40,20,80,0,50,50,30,40,60,10,50,50,10,10,11.42857143,60,18.33333333,Looks like the trend is reversing ,34,Good endorsements ,18,People like hope and new futures,32,Seems like they did well.,25,Status quo,10,People tend to lean the way polls lean so even if there was a mistake I think that they would follow the crowd,110,Could go either way,19,248,35.42857143,0.05,1,50,0,NA,0,1,2,1,3,1,1.75,7,5,3,6,5.25,3,4,4,3,3.5,7,7,7,6,6.75,3,3,3,3,3,7,3,5,1,5,4,1,1,1,3,7,3,5,6,2,5,3,5,3.722222222,4,3,5,4,3,5,3,3,4,3.777777778,2,1,1,1,1,1,39.95970154,-75.19680023,-1
244,0,0,0,40,60,-10,46,54,6,29,71,-17,51,49,22,43,57,-8,49,51,6,42,58,-7,2,5.020408163,57.14285714,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,14,0,0,6,3,6,6,5.25,6,6,6,4,5.5,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,5,6,6,6,6,3,6,2,5,6,6,6,6,6,6,5,5,6,5.388888889,4,6,7,6,6,2,6,3,6,5.111111111,2,1,2,1,1,1,39.95970154,-75.19680023,-1
245,1,0,0,70,30,30,71,29,1,63,37,8,55,45,8,66,34,11,65,35,1,67,33,2,3,3.673469388,34.71428571,5.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,2,3,5,3.25,6,7,7,6,6.5,6,5,4,7,5.5,5,7,7,5,6,1,1,2,1,1.25,3,7,6,4,7,4,7,7,7,6,7,7,5,6,4,3,4,7,5.611111111,7,7,7,7,6,2,6,7,7,6.222222222,2,1,1,1,1,1,39.95970154,-75.19680023,-1
246,0,1,1,65,35,15,60,40,-5,50,50,-10,44,56,-6,35,65,-9,50,50,15,60,40,10,5,8.285714286,48,-0.833333333,"Trends tend to fluctuate a little, but if No had a consistent lead most of the time I still think it is more likely to win than Yes. However, something might have happened to change public opinion, which is why I only put 65% and not higher.",241,"Many people are swayed, listening to someone who has been in power for a very long time. Therefore I made the probability of No winning a little lower, though still above 50%.",175,"The No theme is much more negative than the Yes theme, so more people will be swayed to vote Yes by the slogan (whether or not the slogan is truly related to the stance).",170,The above evidence seems to show a changing of public opinion that is shifting more towards Yes.,96,"Since the status quo seems to have moved more towards Yes, there is a higher probability Yes will win.",102,"The polling showed more Yes than there actually was compared to No, so the shift in favor of Yes was not accurate.",114,"Voters who dont normally participate probably dont want more extreme actions to occur, therefore they would vote no.",116,1014,144.8571429,0.05,1,5,1,47,1,3,5,4,4,3,4,4,5,5,4,4.5,7,7,6,7,6.75,5,7,7,6,6.25,5,3,3,6,4.25,6,7,7,7,7,1,6,6,7,7,7,7,7,7,7,2,7,7,6.222222222,6,7,6,7,2,6,2,7,6,5.444444444,5,1,2,1,1,1,39.95970154,-75.19680023,-1
247,1,0,0,73,27,27,76,24,3,37,63,39,30,70,7,63,37,33,63,37,0,56,44,7,17,13.59183673,43.14285714,14.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,2,6,4,5,4.25,4,4,4,5,4.25,5,5,3,6,4.75,5,6,6,6,5.75,2,5,5,3,3.75,6,6,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,5.444444444,6,6,6,6,5,3,5,6,6,5.444444444,5,1,2,1,1,1,39.95970154,-75.19680023,-1
248,0,0,0,70,30,20,20,80,-50,30,70,10,29,71,-1,50,50,21,1,99,-49,1,99,0,69,18.32653061,71.28571429,-11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,5,6,5,4,5,5,6,5,6,5.5,6,4,5,4,4.75,4,3,3,4,3.5,4,5,4,4,4.25,2,5,3,3,3,2,6,6,3,5,5,5,4,2,3,2,5,5,3.833333333,3,6,5,5,5,3,5,4,4,4.444444444,3,1,2,1,1,1,39.95970154,-75.19680023,-1
249,1,0,0,70,30,30,68,32,2,67,33,1,55,45,12,55,45,0,61,39,6,63,37,2,7,4.897959184,37.28571429,3.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,1,5,4,2.75,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,1.25,2,3,5,5,5,3,3,3,3,5,5,5,5,5,3,5,5,3,4.055555556,4,3,5,6,5,3,5,3,6,4.444444444,2,1,2,1,1,1,39.95970154,-75.19680023,-1
250,1,1,1,60,40,40,70,30,10,40,60,30,28,72,12,55,45,27,65,35,10,55,45,10,5,11.02040816,46.71428571,16.5,"I gave them a 60% probability because despite the latest result saying that they are even, the historical data supports the no camp being ahead. ",145,"The Union appears to have given in to some of their demands offering them some more independence without having to secede. This was also supported by a public figure, someone probably more popular than a diplomat despite lacking his expertise. ",244,Hope is more enticing to people than uncertainty and risk when they are going through difficult times.,102,"It seems that people are now breaking towards yet, but I kept the percentage at 40 because past polling showing the no camp in the lead can't be discounted.",156,"The referendum shows that voters will probably swing towards the no camp, so despite the yes camp pulling ahead, it seems votes will go towards no in the end.",158,This new information points towards more people in the no camp than the polls are showing or estimating.,104,"I shifted this towards 50% because more people may turnout, evening the odds because these people may be excited or more passionate about independence.",151,1060,151.4285714,0.05,1,100,0,47,1,2,3,5,5,4,4.25,5,5,6,6,5.5,5,5,4,5,4.75,5,5,5,4,4.75,5,5,4,5,4.75,6,5,6,5,5,3,5,2,5,5,5,5,6,3,3,5,2,5,4.5,5,6,6,6,4,4,4,5,4,4.888888889,3,1,1,4,1,1,39.95970154,-75.19680023,-1
251,0,1,1,15,85,-35,35,65,20,30,70,-5,10,90,-20,35,65,25,45,55,10,55,45,10,40,11.83673469,67.85714286,6.666666667,"The No camp has been trending downwards, and nothing has happened to change this.",81,"There was 1 famous Apple citizen for each side of the vote, so those effects should cancel each other out, but the prime minister of the union of provinces provided more incentives to vote no to independence.",208,"The No theme is purely negative while the Yes theme is hopeful and positive, which people resonate more with, I think.",118,"After the debate, a large percentage of the population said that the pro-independence leader won it and are likely to side with him.",132,"The No camp are still not favorites, because an 11% swing puts the at 40% of the total vote based on the post-debate poll.",122,The No movement may have more people who aren't polled as well as the statistical errors in the previous referendums pointing towards a No independence campaign winning.,169,"Many people may want the status quo to remain, so they may vote in the referendum despite never voting in any other election.",125,955,136.4285714,0.05,1,100,0,47,1,2,2,3,6,6,4.25,2,3,3,3,2.75,6,6,5,6,5.75,5,5,3,5,4.5,2,3,3,4,3,5,5,6,6,6,2,2,2,5,5,6,6,5,5,5,6,5,6,4.888888889,5,7,6,6,3,5,3,6,5,5.111111111,2,1,1,4,1,1,39.95970154,-75.19680023,-1
252,0,0,0,50,50,0,60,40,10,41,59,-19,68,32,27,60,40,-8,67,33,7,57,43,-10,7,7.06122449,42.42857143,1.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,5,6,5,5.25,3,2,5,3,3.25,6,6,5,6,5.75,5,6,6,6,5.75,3,2,3,3,2.75,3,5,5,3,5,5,5,5,5,6,7,5,6,5,6,3,5,5,4.944444444,6,6,6,6,5,3,5,5,5,5.222222222,3,1,2,1,1,1,40.104599,-74.34590149,-1
254,1,0,0,55,45,45,57,43,2,50,50,7,35,65,15,48,52,13,42,58,6,41,59,1,14,6.448979592,53.14285714,7.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,7,7,7,7,7,4,6,5,6,5.25,6,6,5,6,5.75,6,6,4,5,5.25,5,3,5,4,4.25,4,6,4,6,6,4,6,6,4,5,5,6,4,5,4,5,7,5,5.111111111,4,5,5,6,4,4,4,4,4,4.444444444,3,1,2,3,1,1,39.95970154,-75.19680023,-1
255,1,1,1,60,40,40,56,44,4,45,55,11,35,65,10,44,56,9,50,50,6,50,50,0,10,6.204081633,51.42857143,6.666666667,"Even though the No camp is currently tied with the Yes, I think the likeliness that it will win is higher than 50% because it has been consistently in the lead.",160,The likeliness that No wins is still higher than 50 because the package of initiatives and the famous author are probably more alluring than the opinion of the diplomat. ,170,The theme for Yes is much more positive and convincing than the theme for Yes,77,"As Yes is now in the lead and trends show undecideds leaning towards Yes, it seems that No is much less likely to win the election.",131,"If No is the status quo and swing votes lean toward this, the probably of No is a little better, but still under 50%.",117,"If Yes is being overestimated and No underestimated, the probability is back to 50-50 as they both are battling it out.",119,It is unknown how these people will factor into the vote.,57,831,118.7142857,0.05,1,100,0,24,0,1,7,7,7,7,7,4,6,5,6,5.25,6,6,6,6,6,6,6,5,6,5.75,5,3,5,4,4.25,4,6,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4.833333333,4,6,5,7,3,5,3,4,5,4.666666667,3,1,2,1,1,1,39.95970154,-75.19680023,-1
256,0,1,1,60,40,10,50,50,-10,50,50,0,65,35,15,40,60,-25,70,30,30,30,70,-40,30,11.02040816,47.85714286,-5,because of statistical trend - assumption that gain continues - momentum - no matter how irrational,99,momentum dwindling - 2 public figures to 1,42,consistent - no perceptive change,33,shifted to yes - self fulfilling prophecy going forward,55,continued,9,new evidence - old polls less credible,38,more voting towards independence,32,308,44,1.05,0,100,0,47,1,1,1,5,5,3,3.5,6,7,6,7,6.5,7,7,7,7,7,7,7,7,7,7,4,3,5,1,3.25,2,6,6,6,6,6,6,7,6,6,6,6,6,6,6,4,6,6,5.722222222,6,6,2,7,2,6,2,2,7,4.444444444,5,2,2,1,1,1,41.97129822,-87.79810333,-1
257,0,0,0,40,60,-10,39,61,-1,37,63,-2,20,80,-17,25,75,5,50,50,25,56,44,6,16,9.265306122,61.85714286,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,12,0,2,2,6,2,2,3,5,5,4,4,4.5,5,5,5,5,5,4,4,4,4,4,3,2,3,4,3,1,1,7,6,3,1,7,7,6,2,5,6,5,2,5,3,3,5,4.166666667,4,5,4,5,4,4,4,4,4,4.222222222,3,1,2,1,1,1,39.95970154,-75.19680023,-1
258,1,0,0,69,31,31,69,31,0,50,50,19,51,49,1,50,50,1,51,49,1,50,50,1,19,7.591836735,44.28571429,3.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,12,0,0,1,3,3,2,2.25,6,6,2,6,5,6,6,6,7,6.25,6,2,2,6,4,6,7,4,6,5.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,5,3,5,3,3,3.666666667,2,1,2,4,1,1,39.95970154,-75.19680023,-1
259,1,1,0,70,30,30,56,44,14,53,47,3,57,43,4,59,41,2,55,45,4,70,30,15,0,5.714285714,40,7,yo,2,hi,2,no,2,same,4,idk,3,i,1,yt,2,16,2.285714286,5.00,0,100,0,1,0,0,3,6,3,4,4,3,4,5,2,3.5,1,6,3,4,3.5,2,5,6,3,4,4,4,4,4,4,1,1,7,7,7,1,7,7,7,1,1,7,1,1,1,7,7,1,4,4,4,4,4,4,4,4,4,4,4,5,1,2,4,1,1,39.95970154,-75.19680023,-1
260,0,1,1,81,19,31,70,30,-11,70,30,0,30,70,-40,70,30,40,61,39,-9,81,19,20,0,11.79591837,33.85714286,0,"There could have been a recent shift in beliefs associated with ""no""",68,People don't necessarily want to fit alongside with other nations,65,"Depending on the conditions in the country, fear is a usually a more potent motivator",85,71% is a very significant percentage to win by,46,People naturally prefer familiarity and the status quo ,55,Votes may be unaccounted for ,29,"Perhaps some people are afraid to vote ""no"" until they see other people doing so",80,428,61.14285714,0.05,1,100,0,47,1,2,6,3,6,4,4.75,4,5,3,4,4,5,5,3,5,4.5,6,6,5,5,5.5,5,4,4,3,4,5,7,6,1,1,5,6,4,1,7,7,7,5,5,7,3,7,7,5.055555556,4,6,6,6,3,5,3,3,4,4.444444444,3,1,2,4,1,1,39.95970154,-75.19680023,-1
261,1,1,1,20,80,80,40,60,20,51,49,11,30,70,21,30,70,0,40,60,10,50,50,10,30,9.102040816,62.71428571,12,I believe that the Yes camp is either getting new voters or changing the minds of those in the No vote. I think it would be hard for the No vote to get their people back.,170,"I believe that the famous author will be persuasive and convince many to say no. However, it will not be enough.",112,More people want to stick with what they know rather than take a risk on the future.,84,I think the yes camp has taken the lead for good. ,50,I do not think the swing will be applicable.,44,Evidence for the supposed votes may be faulty if there are people not saying what they are voting for. ,103,Polling may be inaccurate. There is no way to make an accurate guess if everyone is not being accounted for.,108,671,95.85714286,0.05,1,100,0,47,1,2,1,2,3,3,2.25,5,3,5,5,4.5,6,6,6,6,6,5,5,5,5,5,2,2,2,2,2,5,3,5,5,3,5,5,3,3,5,5,5,3,5,3,2,3,2,3.888888889,4,6,5,5,4,4,4,5,6,4.777777778,3,1,2,7,1,1,39.95970154,-75.19680023,-1
262,1,0,0,50,50,50,62,38,12,30,70,32,40,60,10,40,60,0,46,54,6,40,60,6,10,7.428571429,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,5,5,5,5,5,5,6,5,6,5.5,5,6,5,6,5.5,5,6,6,6,5.75,4,3,2,4,3.25,5,6,7,7,7,6,3,3,5,6,2,7,2,6,3,7,5,6,5.166666667,4,6,5,6,5,3,5,5,6,5,3,1,2,3,1,1,39.95970154,-75.19680023,-1
263,0,1,1,49,51,-1,50,50,1,50,50,0,70,30,20,71,29,1,80,20,9,51,49,-29,2,11.59183673,39.85714286,0.333333333,"Since the current polling is at 50%, and no information is given about how the trend of the no camp will continue, the best information we have to make a prediction is based on the current poll.",194,"Again, I feel as though only the attitudes of the population could determine which public figure would have more power in swaying the vote.",139,"Since they are currently polling at 50/50, there would be a 50% chance that they win the election....",101,"If there is an overall lead for the No camp, the no camp will most likely win.",78,This information does not change the likelihood of No camp winning.,67,An underestimation of the No vote with the No vote already in the lead favors their victory.,92,I moved the likelihood back to 50/50 because the predictive power of the poll has come into question.,101,772,110.2857143,0.10,0,100,0,47,1,1,2,1,1,1,1.25,6,7,7,7,6.75,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1.25,7,7,7,7,5,7,7,7,4,7,7,7,7,7,7,7,1,6,6.333333333,5,7,6,7,6,2,6,7,6,5.777777778,5,1,1,1,1,1,39.95970154,-75.19680023,-1
264,0,1,1,40,60,-10,45,55,5,40,60,-5,45,55,5,65,35,20,65,35,0,63,37,-2,23,10.69387755,48.14285714,3.833333333,"Given that the No camp had a lead and is trending towards being even, I believe that the Yes camp has an advantage and the result of the election is more likely to go in their favor. I considered that advantage to be enough to shift from the projected 50/50 to 60/40 in favor of Yes.",283,I think the voices of the author and the prime minister outweigh that of the senior diplomat and trend the vote back to 45% chance of No winning (I had 40% in previous answer). I believe the public will listen more to the prime minister/president and social figures (e.g. author) than they would a senior diplomat.,314,I shifted back to 40% chance of No winning because I have a gut feeling that people respond better to positive imagery rather than fear-mongering.,146,"Since the polls still consistently show No ahead, I think they have a good shot, but I believe that the debate win along with the first winning poll indicate that Yes has a slightly greater chance to prevail (55-45)",215,"I consider a sample size of 34 referendums to be fairly significant. While the cases may be different, they all handle independence and overall reform. I think given that this data indicates a last-second switch back toward No, they probably have a better chance than I've previously estimated. I'd say this makes No significantly more likely to win (65-35)",357,I didn't change my probability from the last piece of information. I think this information re-affirms the notion that No is underestimated historically and tends to bump back up at the last second. I believe that this and the previous point are from the same source (overestimates and spiral of silence cause the 11% swing in the last part),341,I dropped my prediction slightly to 63% chance of No winning. I believe that the people who will be underestimated are those who are voting Yes. I think someone who doesn't normally vote is more likely to come out to vote for change rather than to come out to vote for the status quo.,284,1940,277.1428571,0.05,1,5,1,47,1,3,3,7,5,5,5,5,5,4,5,4.75,6,6,6,6,6,6,6,4,6,5.5,3,2,3,5,3.25,6,6,6,5,5,7,5,5,3,7,6,6,6,6,6,5,6,5,5.611111111,3,6,6,5,3,5,3,5,5,4.555555556,5,1,1,1,1,1,39.95970154,-75.19680023,-1
265,0,0,0,40,60,-10,43,57,3,40,60,-3,47,53,7,54,46,7,54,46,0,58,42,4,18,6.285714286,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,2,4,5,3.25,5,6,7,6,6,5,6,5,7,5.75,7,7,7,7,7,2,3,2,5,3,5,5,7,7,7,6,5,4,1,6,6,7,5,6,5,5,5,5,5.388888889,6,6,6,7,5,3,5,6,6,5.555555556,3,1,1,2,1,1,39.95970154,-75.19680023,-1
266,1,0,0,71,29,29,61,39,10,66,34,5,47,53,19,40,60,7,55,45,15,59,41,4,12,8.285714286,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,24,0,1,6,6,7,4,5.75,4,6,6,6,5.5,6,6,7,6,6.25,4,5,5,5,4.75,4,3,5,4,4,6,6,4,2,4,5,3,3,3,7,7,6,5,4,5,4,6,5,4.722222222,6,6,5,7,3,5,3,3,6,4.888888889,3,1,2,3,1,1,39.95970154,-75.19680023,-1
267,1,1,1,50,50,50,70,30,20,20,80,50,60,40,40,60,40,0,80,20,20,80,20,0,30,14.28571429,40,21.66666667,"Given that they are tied in the polls, I think they have equal chances at this point in time. If the trend continues, the Yes camp may take the lead, but at this moment, they are equal.",185,"I think the Prime minister and famous author would have much more sway than a senior diplomat. While the diplomat may have more credibility, I think he is less publicly recognized.",180,People are much more likely to choose an option they perceive positively.,73,"The No camp's lead seems shakier now, but I don't think debates or a single poll are enough to say its gone.",108,"I don't think this evidence will change the outcome, but still think No is in the lead.",87,The sociologist confirms my skepticism of the single Yes poll and final debate results.,87,I don't think this changes much,31,751,107.2857143,0.10,0,5,1,47,1,2,1,3,5,1,2.5,5,3,3,4,3.75,5,5,5,5,5,7,7,7,7,7,1,1,1,5,2,6,6,5,4,7,7,2,1,2,7,6,7,6,6,3,2,7,6,5,5,6,5,6,5,3,5,5,5,5,3,1,1,1,1,1,39.95970154,-75.19680023,-1
268,0,0,0,40,60,-10,31,69,-9,29,71,-2,20,80,-9,32,68,12,34,66,2,29,71,-5,11,4.040816327,69.28571429,-1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,24,0,2,3,3,4,2,3,5,5,4,6,5,5,5,5,5,5,6,6,7,7,6.5,5,5,3,6,4.75,6,6,4,5,5,4,5,2,2,6,6,7,3,6,6,1,7,6,4.833333333,6,7,7,7,6,2,6,7,6,6,2,1,1,1,1,1,39.95970154,-75.19680023,-1
269,1,1,1,50,50,50,60,40,10,65,35,5,51,49,14,50,50,1,55,45,5,50,50,5,0,4.775510204,45.57142857,6.666666667,"Although the No camp had been ahead in the polls, we have to go with what the current opinions are of the Applens.",114,"Two high-ranking figures from the Union of Provinces chimed in with incentives for both sides, so those essentially cancel each other out, so in my opinion, the author's opinion might sway the public at little more toward the No camp.",234,I think fear is more effective in convincing people than hope.,62,"Although the No camp has an overall lead, the trends have shown a steady increase in the popularity for the Yes camp",116,I'm not sure how this affects the race.,39,The No camp could be more popular than polls show.,50,"I'm not sure what effect this has on the general election, but we can say that referendums aren't an absolute measure of how the public will vote in the general election due to the lack of participance of some of the referendum voters in the gen. election.",256,871,124.4285714,0.05,1,5,1,47,1,3,3,6,5,6,5,5,7,3,4,4.75,6,6,6,6,6,5,5,6,6,5.5,3,2,4,4,3.25,3,3,2,4,5,2,2,1,1,4,5,4,3,4,3,4,6,6,3.444444444,4,6,4,7,5,3,5,3,7,4.888888889,3,1,2,2,1,1,39.95970154,-75.19680023,-1
270,1,0,0,40,60,60,70,30,30,50,50,20,40,60,10,50,50,10,60,40,10,50,50,10,10,7.755102041,48.57142857,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,2,6,3,3.5,2,5,2,4,3.25,6,6,6,6,6,5,6,6,6,5.75,2,2,2,3,2.25,3,4,6,4,6,6,3,4,2,6,6,5,6,6,5,6,6,6,5,6,6,6,6,5,3,5,6,5,5.333333333,3,1,2,7,1,1,39.95970154,-75.19680023,-1
271,0,1,1,36,64,-14,81,19,45,62,38,-19,42,58,-20,59,41,17,47,53,-12,35,65,-12,1,13.3877551,48.28571429,-0.166666667,"30 percent, because it will not be enough to surpass the entire year of people having the opinion of no",103,because apple saying no is still more powerfull and would benefit more people with the prime ministers offer,108,"because framing is done in a way that would affect public opinion, because people would be attracted to the idea of a new future. ",130,because now even there are more signs that the yes winners will win with the last public debate and 71 percent is a very high percentage ,137,because now i found out that there is an avarage swing so it si more likely that people will switch,99,"because it might be that with all the campaigning for Yes we underestimated the dormant voters for no, that were already set to say no",134,because now i found out that there are people that will come out for important issues and i believe that they will be affected with the yes framing and for a better future,171,882,126,0.05,1,5,1,47,1,3,2,1,5,7,3.75,4,3,3,2,3,6,7,3,5,5.25,6,3,6,7,5.5,3,3,5,3,3.5,2,1,1,1,1,2,1,2,1,2,2,2,1,6,2,1,1,7,2,6,6,6,6,6,2,6,4,5,5.222222222,5,1,2,1,1,1,39.95970154,-75.19680023,-1
274,1,1,1,65,35,35,70,30,5,55,45,15,55,45,0,80,20,25,80,20,0,80,20,0,15,9.387755102,30.71428571,7.5,"There is a good amount of time that the ""yes"" camp has to convince people.",74,People trust authors more so than diplomats.,44,Uncertainty makes people uneasy.,32,Debates have a strong impact.,29,I don't believe swing votes have a large stake.,47,I don't believe polls accurately reflect what will occur.,57,Same as before - I don't believe polls to be entirely accurate,62,345,49.28571429,0.10,0,20,0,12,0,0,5,4,5,5,4.75,4,4,3,5,4,6,6,6,6,6,5,5,3,4,4.25,5,5,6,5,5.25,1,2,6,6,7,1,7,7,3,2,5,7,3,5,1,3,6,5,4.277777778,5,6,5,6,5,3,5,6,5,5.111111111,3,1,2,1,1,1,39.95970154,-75.19680023,-1
275,0,0,0,50,50,0,55,45,5,47,53,-8,41,59,-6,40,60,-1,46,54,6,53,47,7,3,4.489795918,52.57142857,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,500,0,47,1,2,2,4,4,3,3.25,4,4,5,3,4,5,4,3,5,4.25,5,6,6,6,5.75,3,3,4,6,4,5,3,7,5,5,3,3,1,1,5,5,7,5,7,7,3,5,1,4.333333333,3,7,7,7,5,3,5,6,5,5.333333333,2,1,1,4,1,1,39.95970154,-75.19680023,-1
